"filename", "language", "Batch", "Shell Script", "Python", "C++", "PowerShell", "Properties", "Markdown", "TypeScript", "JSON with Comments", "XML", "JavaScript", "JSON", "TypeScript JSX", "PostCSS", "C", "reStructuredText", "Skill", "Assembly", "Ini", "comment", "blank", "total"
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_internal\vcs\mercurial.py", "Python", 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 17, 164
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_internal\vcs\subversion.py", "Python", 0, 0, 209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 42, 325
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_internal\vcs\versioncontrol.py", "Python", 0, 0, 392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 224, 90, 706
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_internal\wheel_builder.py", "Python", 0, 0, 269, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 43, 355
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\__init__.py", "Python", 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 10, 122
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\cachecontrol\__init__.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 29
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\cachecontrol\_cmd.py", "Python", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 21, 71
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\cachecontrol\adapter.py", "Python", 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 27, 162
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\cachecontrol\cache.py", "Python", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 18, 75
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\cachecontrol\caches\__init__.py", "Python", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 9
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\cachecontrol\caches\file_cache.py", "Python", 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 36, 182
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\cachecontrol\caches\redis_cache.py", "Python", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 49
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\cachecontrol\controller.py", "Python", 0, 0, 321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 77, 495
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\cachecontrol\filewrapper.py", "Python", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 20, 120
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\cachecontrol\heuristics.py", "Python", 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 35, 155
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\cachecontrol\serialize.py", "Python", 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 32, 207
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\cachecontrol\wrapper.py", "Python", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 44
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\certifi\__init__.py", "Python", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\certifi\__main__.py", "Python", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\certifi\core.py", "Python", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 24, 120
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\__init__.py", "Python", 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 11, 116
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\big5freq.py", "Python", 0, 0, 340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 4, 387
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\big5prober.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 6, 48
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\chardistribution.py", "Python", 0, 0, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 34, 262
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\charsetgroupprober.py", "Python", 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 10, 107
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\charsetprober.py", "Python", 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 25, 148
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\cli\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\cli\chardetect.py", "Python", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 11, 113
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\codingstatemachine.py", "Python", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 11, 91
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\codingstatemachinedict.py", "Python", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 20
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\cp949prober.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 6, 50
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\enums.py", "Python", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 21, 86
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\escprober.py", "Python", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 12, 103
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\escsm.py", "Python", 0, 0, 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 18, 262
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\eucjpprober.py", "Python", 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 15, 103
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\euckrfreq.py", "Python", 0, 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 6, 197
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\euckrprober.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 6, 48
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\euctwfreq.py", "Python", 0, 0, 340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 6, 389
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\euctwprober.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 6, 48
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\gb2312freq.py", "Python", 0, 0, 239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 6, 285
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\gb2312prober.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 6, 48
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\hebrewprober.py", "Python", 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 186, 28, 317
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\jisfreq.py", "Python", 0, 0, 277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 6, 326
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\johabfreq.py", "Python", 0, 0, 2352, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 3, 2383
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\johabprober.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 6, 48
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\jpcntx.py", "Python", 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 22, 239
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\langbulgarianmodel.py", "Python", 0, 0, 4632, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 8, 4650
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\langgreekmodel.py", "Python", 0, 0, 4380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 8, 4398
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\langhebrewmodel.py", "Python", 0, 0, 4365, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 6, 4381
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\langhungarianmodel.py", "Python", 0, 0, 4632, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 8, 4650
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\langrussianmodel.py", "Python", 0, 0, 5700, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 16, 5726
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\langthaimodel.py", "Python", 0, 0, 4365, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 6, 4381
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\langturkishmodel.py", "Python", 0, 0, 4365, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 6, 4381
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\latin1prober.py", "Python", 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 16, 148
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\macromanprober.py", "Python", 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 19, 163
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\mbcharsetprober.py", "Python", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 13, 96
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\mbcsgroupprober.py", "Python", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 4, 58
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\mbcssm.py", "Python", 0, 0, 547, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 47, 662
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\metadata\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\metadata\languages.py", "Python", 0, 0, 285, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 9, 353
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\resultdict.py", "Python", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 17
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\sbcharsetprober.py", "Python", 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 15, 163
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\sbcsgroupprober.py", "Python", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 5, 89
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\sjisprober.py", "Python", 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 15, 106
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\universaldetector.py", "Python", 0, 0, 224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 27, 363
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\utf1632prober.py", "Python", 0, 0, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 21, 226
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\utf8prober.py", "Python", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 13, 83
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\chardet\version.py", "Python", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 10
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\colorama\__init__.py", "Python", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 8
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\colorama\ansi.py", "Python", 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20, 103
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\colorama\ansitowin32.py", "Python", 0, 0, 209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 44, 278
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\colorama\initialise.py", "Python", 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 31, 122
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\colorama\tests\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\colorama\tests\ansi_test.py", "Python", 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17, 77
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\colorama\tests\ansitowin32_test.py", "Python", 0, 0, 243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 44, 295
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\colorama\tests\initialise_test.py", "Python", 0, 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 35, 190
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\colorama\tests\isatty_test.py", "Python", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 58
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\colorama\tests\utils.py", "Python", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 50
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\colorama\tests\winterm_test.py", "Python", 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32, 132
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\colorama\win32.py", "Python", 0, 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 25, 181
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\colorama\winterm.py", "Python", 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 24, 196
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\distlib\__init__.py", "Python", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 34
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\distlib\compat.py", "Python", 0, 0, 808, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 161, 170, 1139
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\distlib\database.py", "Python", 0, 0, 784, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 426, 150, 1360
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\distlib\index.py", "Python", 0, 0, 285, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 193, 31, 509
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\distlib\locators.py", "Python", 0, 0, 824, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 381, 99, 1304
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\distlib\manifest.py", "Python", 0, 0, 199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 53, 385
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\distlib\markers.py", "Python", 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 29, 168
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\distlib\metadata.py", "Python", 0, 0, 786, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135, 148, 1069
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\distlib\resources.py", "Python", 0, 0, 243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 60, 359
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\distlib\scripts.py", "Python", 0, 0, 328, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 44, 453
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\distlib\util.py", "Python", 0, 0, 1417, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 334, 275, 2026
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\distlib\version.py", "Python", 0, 0, 488, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 127, 752
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\distlib\wheel.py", "Python", 0, 0, 848, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 115, 1100
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\distro\__init__.py", "Python", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 55
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\distro\__main__.py", "Python", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\distro\distro.py", "Python", 0, 0, 509, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 766, 125, 1400
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\idna\__init__.py", "Python", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 45
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\idna\codec.py", "Python", 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25, 113
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\idna\compat.py", "Python", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\idna\core.py", "Python", 0, 0, 314, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 74, 401
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\idna\idnadata.py", "Python", 0, 0, 4244, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4247
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\idna\intranges.py", "Python", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 9, 55
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\idna\package_data.py", "Python", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3
"c:\Users\Admin\Robotics\AgricultureBot\venv\Lib\python3.12\site-packages\pip\_vendor\idna\uts46data.py", "Python", 0, 0, 8510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 88, 8601
